Title,Price,Area,BHK,Bathrooms,Furnished,Floor,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Locality,Society,price_2022,price_2020,price_2018,price_2016,price_2014,price_2012,price_2010,price_2008,price_2006,price_2004,price_2002,price_2000,price_1998,price_1996,price_1994
2BHK Multistorey Apartment for Rent in Omkar Ananta at Goregaon East,60000.0,1242.0,2.0,2.0,Furnished,19.0,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2015.0,Goregaon,Omkar Ananta,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,60000.0,650.0,1.0,2.0,Furnished,1.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,,,,,,
"2BHK Multistorey Apartment for Rent in Dheeraj Upvan at Thakur Village, Kandivali East",36000.0,825.0,2.0,2.0,Unfurnished,6.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Dheeraj Upvan,32653.061224489797,29617.289092507744,26863.754278918586,24366.21703303273,22100.87712746733,20046.14705439213,18182.446307838665,16492.014791690402,14958.743575229388,,,,,,
"1BHK Multistorey Apartment for Rent in Viceroy Court at Thakur Village, Kandivali East",37000.0,680.0,1.0,2.0,Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Viceroy Court,33560.09070294785,30439.99156729963,27609.969675555214,25043.05639506142,22714.79038100809,20602.984472569693,18687.514260834185,16950.1263136818,15374.264230096871,,,,,,
2BHK Multistorey Apartment for Rent in Matoshree Park at Bhandup East,35000.0,920.0,2.0,2.0,Furnished,9.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Bhandup,Matoshree Park,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Oberoi Park View at Thakur Village, Kandivali East",60000.0,1100.0,2.0,2.0,Furnished,11.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Oberoi Park View,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,,,,,,
2BHK Multistorey Apartment for Rent in Redstone Saifee Park at Mazgaon,130000.0,2000.0,2.0,3.0,Semi-Furnished,10.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Mazgaon,Redstone Saifee Park,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,79808.72296029869,72388.8643630827,65658.83388941741,59554.497858882,54017.685132772785,48995.632773490055,44440.48324126081,,,,
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,68000.0,1050.0,2.0,2.0,Furnished,13.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Kanjurmarg,Runwal Bliss,61678.00453514739,55943.76828584797,50742.64697129066,46025.07661795071,41746.10124077162,37864.94443607403,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Raheja Reflection Eternity at Thakur Village, Kandivali East",85000.0,1786.0,3.0,3.0,Unfurnished,10.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2004.0,Thakur,Raheja Reflection Eternity,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,,,,,,
1BHK Multistorey Apartment for Rent in Rivali Park at Borivali East,35000.0,702.0,1.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Borivali,Rivali Park,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,17677.37835484315,16033.903269699002,14543.222920361904,,,,,,
"1BHK Multistorey Apartment for Rent in Gokul Residency at Thakur Village, Kandivali East",28000.0,565.0,1.0,2.0,Semi-Furnished,3.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Gokul Residency,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,14141.902683874518,12827.122615759201,11634.578336289524,,,,,,
"2BHK Multistorey Apartment for Rent in Bhoomi Valley at Thakur Village, Kandivali East",34000.0,915.0,2.0,2.0,Unfurnished,2.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Bhoomi Valley,30839.002267573695,27971.884142923984,25371.32348564533,23012.538308975356,20873.05062038581,18932.472218037015,17172.31040184763,15575.7917477076,14127.702265494421,,,,,,
"1BHK Multistorey Apartment for Rent in Gundecha Valley of Flowers at Thakur Village, Kandivali East",30000.0,605.0,1.0,2.0,Furnished,3.0,North,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Gundecha Valley of Flowers,27210.884353741494,24681.074243756455,22386.461899098824,20305.180860860608,18417.397606222774,16705.122545326776,15152.038589865555,13743.345659742,12465.61964602449,,,,,,
"2BHK Multistorey Apartment for Rent in Bhoomi Hills at Thakur Village, Kandivali East",35000.0,915.0,2.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Bhoomi Hills,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,17677.37835484315,16033.903269699002,14543.222920361904,,,,,,
"1BHK Multistorey Apartment for Rent in Evershine Millenium Paradise at Thakur Village, Kandivali East",30000.0,520.0,1.0,2.0,Semi-Furnished,4.0,East,Main Road,Rent,Apartment,Mumbai,2004.0,Thakur,Evershine Millenium Paradise,27210.884353741494,24681.074243756455,22386.461899098824,20305.180860860608,18417.397606222774,16705.122545326776,15152.038589865555,13743.345659742,12465.61964602449,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,35000.0,764.0,2.0,2.0,Furnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,,,,,,,,,
2BHK Multistorey Apartment for Rent in Tilak Indrayani at Chembur,55000.0,1050.0,2.0,2.0,Unfurnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Chembur,Tilak Indrayani,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,,,,,,,,,
2BHK Multistorey Apartment for Rent in Arkade Serene at Malad West,55000.0,950.0,2.0,2.0,Semi-Furnished,19.0,East,Main Road,Rent,Apartment,Mumbai,1990.0,Malad,Arkade Serene,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,20728.921558015023,18801.74290976419,17053.73506554575,15468.240422263718,14030.150042869584,12725.759676072183
3BHK Multistorey Apartment for Rent in Kanakia Challengers at Kandivali East,65000.0,1325.0,3.0,3.0,Furnished,6.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2007.0,Kandivali,Kanakia Challengers,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,,,,,,,
2BHK Multistorey Apartment for Rent in Ajmera Cosmic Heights at Bhakti Park,70000.0,960.0,2.0,2.0,Semi-Furnished,17.0,North - East,"Garden/Park, Pool",Rent,Apartment,Mumbai,2012.0,Bhakti,Ajmera Cosmic Heights,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,42973.92774785314,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Kanti Nagar JB Nagar,34000.0,600.0,1.0,1.0,Semi-Furnished,2.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2015.0,Kanti Nagar JB Nagar,Kanti Nagar JB Nagar,30839.002267573695,27971.884142923984,25371.32348564533,23012.538308975356,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in JP Decks Blue at Goregaon East,90000.0,1250.0,2.0,2.0,Furnished,12.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Goregaon,JP Decks Blue,81632.65306122448,74043.22273126936,67159.38569729647,60915.54258258183,55252.19281866832,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in RNA NG Suncity at Thakur Village, Kandivali East",38000.0,990.0,2.0,2.0,Semi-Furnished,5.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2007.0,Thakur,RNA NG Suncity,34467.120181405895,31262.69404209151,28356.18507219184,25719.895757090104,23328.70363454885,21159.82189074725,19192.582213829704,17408.2378356732,,,,,,,
3BHK Multistorey Apartment for Rent in Hill View Park at Thakur Complex,52500.0,1250.0,3.0,3.0,Semi-Furnished,14.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2007.0,Thakur,Hill View Park,47619.04761904762,43191.8799265738,39176.30832342294,35534.06650650607,32230.445810889854,29233.96445432186,26516.067532264722,24050.8549045485,,,,,,,
1BHK Multistorey Apartment for Rent in Gokul Vihar at Kandivali East,23000.0,585.0,1.0,1.0,Semi-Furnished,2.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2007.0,Kandivali,Gokul Vihar,20861.678004535148,18922.15692021328,17162.95412264243,15567.3053266598,14120.00483143746,12807.260618083863,11616.562918896925,10536.5650058022,,,,,,,
2BHK Multistorey Apartment for Rent in Esspee Tower at Rajendra Nagar,42500.0,850.0,2.0,2.0,Unfurnished,6.0,North,Garden/Park,Rent,Apartment,Mumbai,2007.0,Rajendra,Esspee Tower,38548.752834467115,34964.85517865498,31714.154357056665,28765.672886219196,26091.313275482265,23665.59027254627,21465.388002309537,19469.7396846345,,,,,,,
"3BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",75000.0,1697.0,3.0,3.0,Unfurnished,10.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2007.0,Thakur,Epsilon,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,37880.096474663886,34358.364149355,,,,,,,
2BHK Multistorey Apartment for Rent in Akurli Nagar,48000.0,1200.0,2.0,2.0,Unfurnished,25.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2009.0,Akurli Nagar,Akurli Nagar,43537.41496598639,39489.71879001033,35818.339038558115,32488.289377376976,29467.836169956438,26728.196072522842,24243.26174378489,,,,,,,,
2BHK Multistorey Apartment for Rent in Sunteck City Avenue II at Goregaon West,100000.0,1450.0,2.0,2.0,Furnished,14.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Goregaon,Sunteck City Avenue II,90702.94784580499,82270.24747918818,74621.53966366274,67683.9362028687,61391.32535407592,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kiran Tower at Malad West,41000.0,1000.0,2.0,2.0,Unfurnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Malad,Kiran Tower,37188.208616780044,33730.80146646716,30594.831262101725,27750.413843176168,25170.443395171125,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Galaxy Royale at Goregaon West,55000.0,1100.0,2.0,2.0,Furnished,9.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Goregaon,Galaxy Royale,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,,,,,,,,,,
4BHK Multistorey Apartment for Rent in Kalpataru Yugdharma at Malad West,130000.0,1650.0,4.0,3.0,Furnished,14.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Malad,Kalpataru Yugdharma,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,79808.72296029869,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Lodha Fiorenza at Goregaon East,110000.0,1215.0,2.0,2.0,Furnished,26.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Goregaon,Lodha Fiorenza,99773.24263038549,90497.272227107,82083.69363002901,74452.32982315557,67530.4578894835,,,,,,,,,,
4BHK Multistorey Apartment for Rent in JP Decks Blue at Goregaon East,180000.0,1805.0,4.0,4.0,Furnished,19.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Goregaon,JP Decks Blue,163265.30612244896,148086.44546253872,134318.77139459294,121831.08516516366,110504.38563733664,,,,,,,,,,
2BHK Multistorey Apartment for Rent in RNA Complex at Kanjurmarg East,55000.0,1050.0,2.0,3.0,Furnished,7.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Kanjurmarg,RNA Complex,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,,,,,,,,,
1BHK Multistorey Apartment for Rent in Pariwar CHS at Kanjur Village,25000.0,575.0,1.0,1.0,Unfurnished,5.0,North - East,Main Road,Rent,Apartment,Mumbai,2010.0,Kanjur,Pariwar CHS,22675.736961451246,20567.561869797046,18655.384915915685,16920.984050717176,15347.83133851898,13920.93545443898,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ashok Garden at Parel,130000.0,1405.0,2.0,2.0,Semi-Furnished,2.0,East,Main Road,Rent,Apartment,Mumbai,2013.0,Parel,Ashok Garden,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,79808.72296029869,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Rushabh Tower at Sewri,100000.0,1400.0,3.0,3.0,Semi-Furnished,20.0,East,Main Road,Rent,Apartment,Mumbai,2013.0,Sewri,Rushabh Tower,90702.94784580499,82270.24747918818,74621.53966366274,67683.9362028687,61391.32535407592,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Saptaratna Towers at Malad West,55000.0,1150.0,3.0,2.0,Unfurnished,10.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Malad,Saptaratna Towers,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Runwal Orchard Residency at Ghatkopar West,75000.0,1490.0,3.0,3.0,Semi-Furnished,8.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Ghatkopar,Runwal Orchard Residency,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,55000.0,650.0,1.0,2.0,Furnished,3.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,,,,,,
1BHK Multistorey Apartment for Rent in Lodha New Cuffe Parade at Bhakti Park,63000.0,514.0,1.0,1.0,Unfurnished,27.0,West,"Garden/Park, Pool",Rent,Apartment,Mumbai,2012.0,Bhakti,Lodha New Cuffe Parade,57142.85714285714,51830.255911888555,47011.56998810753,42640.87980780728,38676.53497306783,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Dadar West,51000.0,650.0,1.0,2.0,Furnished,15.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,46258.50340136054,41957.826214385976,38056.985228468,34518.80746346303,31309.575930578718,28398.70832705552,25758.465602771445,23363.687621561403,21191.55339824163,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,25000.0,1050.0,2.0,2.0,Unfurnished,10.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,22675.736961451246,20567.561869797046,18655.384915915685,16920.984050717176,15347.83133851898,13920.93545443898,,,,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,17900.0,535.0,1.0,1.0,Unfurnished,10.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,16235.827664399092,14726.374298774685,13357.255599795631,12115.424580313496,10989.04723837959,9967.389785378311,,,,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,27000.0,764.0,2.0,2.0,Furnished,15.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,24489.795918367345,22212.96681938081,20147.81570918894,18274.662774774548,16575.657845600497,15034.610290794099,,,,,,,,,
1BHK Multistorey Apartment for Rent in Dadar West,47000.0,550.0,1.0,1.0,Semi-Furnished,2.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,42630.38548752834,38667.01631521845,35072.12364192149,31811.450015348288,28853.92291641568,26171.358654345284,23738.19379078937,21531.241533595803,19529.4707787717,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,24800.0,764.0,2.0,2.0,Unfurnished,10.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,22494.331065759638,20403.02137483867,18506.14183658836,16785.616178311437,15225.048687810828,13809.56797080347,,,,,,,,,
1BHK Multistorey Apartment for Rent in Odyssey Chs at Bhakti Park,38000.0,585.0,1.0,2.0,Semi-Furnished,12.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2012.0,Bhakti,Odyssey Chs,34467.120181405895,31262.69404209151,28356.18507219184,25719.895757090104,23328.70363454885,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ashok tower at Parel,140000.0,1400.0,2.0,2.0,Semi-Furnished,21.0,East,Garden/Park,Rent,Apartment,Mumbai,2013.0,Parel,Ashok tower,126984.12698412698,115178.34647086346,104470.15552912783,94757.51068401618,85947.85549570627,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Matunga West,55000.0,650.0,2.0,2.0,Semi-Furnished,14.0,West,Main Road,Rent,Apartment,Mumbai,2010.0,Matunga West,Matunga West,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,,,,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,21900.0,600.0,1.0,1.0,Furnished,13.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,19863.94557823129,18017.184197942213,16342.11718634214,14822.782028428244,13444.700252542625,12194.739458088547,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shri Kunti Park CHS at Marol,33000.0,620.0,1.0,2.0,Semi-Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Marol,Shri Kunti Park CHS,29931.972789115644,27149.1816681321,24625.108089008703,22335.69894694667,20259.13736684505,18375.634799859454,,,,,,,,,
1BHK Multistorey Apartment for Rent in Radha Bhuvan Apartment at Matunga East,29000.0,350.0,1.0,1.0,Semi-Furnished,3.0,East,Main Road,Rent,Apartment,Mumbai,2010.0,Matunga,Radha Bhuvan Apartment,26303.854875283447,23858.371768964575,21640.246502462196,19628.341498831924,17803.484352682015,16148.285127149218,,,,,,,,,
1BHK Multistorey Apartment for Rent in Kanakia Rainforest at Andheri East,44000.0,700.0,1.0,2.0,Unfurnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Kanakia Rainforest,39909.297052154194,36198.9088908428,32833.477452011604,29780.931929262228,27012.183155793402,24500.846399812606,,,,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,17100.0,500.0,1.0,1.0,Unfurnished,11.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,15510.204081632653,14068.21231894118,12760.283282486329,11573.953090690547,10497.91663554698,9521.919850836262,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shree Ahimsa Dhaam at Malad West,33000.0,625.0,1.0,1.0,Semi-Furnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Malad,Shree Ahimsa Dhaam,29931.972789115644,27149.1816681321,24625.108089008703,22335.69894694667,20259.13736684505,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Mayur Tower at Marol,28000.0,607.0,1.0,2.0,Semi-Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Marol,Mayur Tower,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,,,,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,17000.0,535.0,1.0,1.0,Unfurnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,15419.501133786847,13985.942071461992,12685.661742822665,11506.269154487678,10436.525310192905,9466.236109018508,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Raheja Reflection at Thakur Village, Kandivali East",45000.0,860.0,2.0,2.0,Unfurnished,3.0,North,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Raheja Reflection,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,22728.057884798334,20615.018489613,18698.429469036735,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,50000.0,550.0,1.0,1.0,Semi-Furnished,3.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,,,,,,
1BHK Multistorey Apartment for Rent in Lok Raunak Phase I at Andheri East,34000.0,680.0,1.0,1.0,Unfurnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Lok Raunak Phase I,30839.002267573695,27971.884142923984,25371.32348564533,23012.538308975356,20873.05062038581,18932.472218037015,,,,,,,,,
2BHK Multistorey Apartment for Rent in Summit Apartment at Aarey Colony,27000.0,798.0,2.0,2.0,Unfurnished,2.0,North - West,Main Road,Rent,Apartment,Mumbai,2009.0,Aarey,Summit Apartment,24489.795918367345,22212.96681938081,20147.81570918894,18274.662774774548,16575.657845600497,15034.610290794099,13636.834730879,,,,,,,,
2BHK Multistorey Apartment for Rent in Garden View Apartment at Royal Palms Estate,40000.0,974.0,2.0,2.0,Furnished,12.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2009.0,Royal,Garden View Apartment,36281.179138322,32908.09899167527,29848.615865465097,27073.57448114748,24556.530141630366,22273.49672710237,20202.71811982074,,,,,,,,
2BHK Multistorey Apartment for Rent in Garden View Apartment at Royal Palms Estate,36000.0,974.0,2.0,2.0,Furnished,12.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2009.0,Royal,Garden View Apartment,32653.061224489797,29617.289092507744,26863.754278918586,24366.21703303273,22100.87712746733,20046.14705439213,18182.446307838665,,,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,24000.0,764.0,2.0,2.0,Unfurnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,21768.707482993195,19744.859395005165,17909.169519279058,16244.144688688488,14733.918084978219,13364.098036261421,,,,,,,,,
"1BHK Multistorey Apartment for Rent in Evershine Millenium Paradise at Thakur Village, Kandivali East",30000.0,555.0,1.0,2.0,Semi-Furnished,1.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Evershine Millenium Paradise,27210.884353741494,24681.074243756455,22386.461899098824,20305.180860860608,18417.397606222774,16705.122545326776,15152.038589865555,13743.345659742,12465.61964602449,,,,,,
1BHK Multistorey Apartment for Rent in Madhav Dham at Malad East,45000.0,650.0,1.0,2.0,Furnished,10.0,East,Main Road,Rent,Apartment,Mumbai,2012.0,Malad,Madhav Dham,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Gayatri Satsang at Thakur Village, Kandivali East",40000.0,950.0,2.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Gayatri Satsang,36281.179138322,32908.09899167527,29848.615865465097,27073.57448114748,24556.530141630366,22273.49672710237,20202.71811982074,18324.460879656002,16620.82619469932,,,,,,
1BHK Multistorey Apartment for Rent in Lodha Casa Essenza at Dahisar East,21500.0,603.0,1.0,1.0,Semi-Furnished,12.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Dahisar,Lodha Casa Essenza,19501.133786848073,17688.10320802546,16043.63102768749,14552.04628361677,13199.134951126322,11972.004490817524,,,,,,,,,
1BHK Multistorey Apartment for Rent in Paschim Apartments at Prabhadevi,60000.0,650.0,1.0,2.0,Furnished,6.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Prabhadevi,Paschim Apartments,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,21000.0,535.0,1.0,1.0,Unfurnished,10.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,19047.619047619046,17276.751970629517,15670.523329369176,14213.626602602426,12892.178324355942,11693.585781728743,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ajmera Girnar at Wadala East,65000.0,955.0,2.0,2.0,Furnished,11.0,West,Main Road,Rent,Apartment,Mumbai,2012.0,Wadala,Ajmera Girnar,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Vasant Oasis at Andheri East,44000.0,665.0,1.0,2.0,Unfurnished,11.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Vasant Oasis,39909.297052154194,36198.9088908428,32833.477452011604,29780.931929262228,27012.183155793402,24500.846399812606,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ajmera Aeon at Wadala East,89000.0,1260.0,2.0,2.0,Unfurnished,12.0,North,"Garden/Park, Pool",Rent,Apartment,Mumbai,2012.0,Wadala,Ajmera Aeon,80725.62358276643,73220.52025647748,66413.17030065984,60238.70322055314,54638.27956512757,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Dadar West,35000.0,450.0,1.0,1.0,Semi-Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,17677.37835484315,16033.903269699002,14543.222920361904,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,50000.0,650.0,1.0,2.0,Semi-Furnished,2.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,,,,,,
2BHK Multistorey Apartment for Rent in Kanakia Rainforest at Andheri East,55000.0,1010.0,2.0,2.0,Unfurnished,9.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Kanakia Rainforest,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,,,,,,,,,
2BHK Multistorey Apartment for Rent in Thakur Complex,46000.0,890.0,2.0,2.0,Furnished,4.0,South,Main Road,Rent,Apartment,Mumbai,2004.0,Thakur Complex,Thakur Complex,41723.356009070296,37844.31384042656,34325.90824528486,31134.6106533196,28240.00966287492,25614.521236167726,23233.12583779385,21073.1300116044,19113.95012390422,,,,,,
3BHK Multistorey Apartment for Rent in Summit Apartment at Aarey Colony,28000.0,1080.0,3.0,3.0,Unfurnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2009.0,Aarey,Summit Apartment,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,14141.902683874518,,,,,,,,
